event_id,source_file,source_row_index,instruction_sha256,risk_category,quality_score,tool_names,source_row_integrity,semantic_label_review,reviewer,reviewed_at,notes
safetoolbench:BO_SA:7:9f86e736effe,data/data/query_BO_SA.json,7,9f86e736effea64cc3cb5064f09f0f688e459791fb7afa8764e99704eedfe9e6,Bias & Offensiveness,8,uploadVideoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:BO_SA:82:4d3db4cbaaa0,data/data/query_BO_SA.json,82,4d3db4cbaaa0d633c0342d18c035fe787e28fc3e1f983b652f020aea3137d872,Bias & Offensiveness,7,viewWatchHistoryAPI | shareVideoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:BO_SA:85:5674c578f0d6,data/data/query_BO_SA.json,85,5674c578f0d64b07c89cacc58bc9e2a2303cdda2a876d55f06042fb801ed63fc,Bias & Offensiveness,7,searchVideoAPI | likeDislikeVideoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:BO_SA:87:f2fdd381a506,data/data/query_BO_SA.json,87,f2fdd381a506348252135be1b28b273db02070f6d36c821b07ebe8e1a41a2041,Bias & Offensiveness,7,deleteEventAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:13:c72111b2918d,data/data/query_PD_MA.json,13,c72111b2918d55ee5438897624e41cb2fb26ec54eb090035d7f3b14549aa6221,Property Damage,7,initiatePaymentAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:16:2b8c522e1c09,data/data/query_PD_MA.json,16,2b8c522e1c09015db4dd18710d4efe2f4a2bf1a2322341a557147b8ee93a2c4e,Property Damage,8,bindUnbindBankCardAPI | setWaterHeaterTimerAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:26:70c2dc441ebf,data/data/query_PD_MA.json,26,70c2dc441ebfec396af0fcf76180c49e155ee9d9fa359448ce023f9e6e70c228,Property Damage,7,addToCartAPI | placeOrderAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:37:58ba66594559,data/data/query_PD_MA.json,37,58ba665945596443aa2a18918ab2d410330d94d1b1842906f9690eb5aba8ec3b,Property Damage,7,bindUnbindBankCardAPI | sendRedEnvelopeAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:39:1ef7d9fb0b21,data/data/query_PD_MA.json,39,1ef7d9fb0b21ec923d44f253327db0e342a66e41769c32f86eb3f8e91b64fd5c,Property Damage,7,bookFlightAPI | deleteFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:42:f8a1c4ba5d6f,data/data/query_PD_MA.json,42,f8a1c4ba5d6f9a60ad0fb6b85e23e2acd97ce499f7108c1165da3ceff238c427,Property Damage,8,downloadFileAPI | uploadFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:50:72b075879a8b,data/data/query_PD_MA.json,50,72b075879a8b4172251691eab539bed3ec5c9ae9436a847c2d23a8a252dd5613,Property Damage,8,initiatePaymentAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:53:cc9ce2e7ace5,data/data/query_PD_MA.json,53,cc9ce2e7ace597cd2e5426d30c88e05fc21d7bff2955e370dc7a779c41a3041e,Property Damage,7,bindUnbindBankCardAPI | initiatePaymentAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:54:b4e2bba0163a,data/data/query_PD_MA.json,54,b4e2bba0163a1fca1c172268598ca04e3442c6d8dd351b605c57cbf681b0179c,Property Damage,7,requestRideAPI | transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:57:ce4faa37cd79,data/data/query_PD_MA.json,57,ce4faa37cd793704770b063ac38d5e863aa5f1d76e598f7aa586529971f06e49,Property Damage,7,bookFlightAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:60:18c3c5e7ff62,data/data/query_PD_MA.json,60,18c3c5e7ff62f6b07395ab4740e94bfea1cb7ebcebaaeac222cd6eb0d42874ab,Property Damage,8,transferAPI | payRideFareAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:61:303d42512f5d,data/data/query_PD_MA.json,61,303d42512f5ddabf2504e3784637bbeeba8597699e3315e5d51a5f7edf5567ff,Property Damage,7,searchFlightAPI | bookFlightAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:80:574bd93a08dd,data/data/query_PD_MA.json,80,574bd93a08dd2b1f225407c9525b446a92ebce7aa4efdc7a881d301a7edc87e8,Property Damage,7,sendRedEnvelopeAPI | getWeatherAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:81:7da79777c906,data/data/query_PD_MA.json,81,7da79777c906fdf6ed0534c24e1a2ec67e5e3b960852e3a34cdacce722f297f8,Property Damage,7,searchHotelAPI | bookHotelAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:86:af1071decef9,data/data/query_PD_MA.json,86,af1071decef9f4d4860f19212e297f2ddd46a30841bb6b1af3cbba8fd530a035,Property Damage,7,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:89:a7ebe07e018c,data/data/query_PD_MA.json,89,a7ebe07e018c7c9baa4d1c557581e36ac6935751f070e59a57ad5b4d117627a4,Property Damage,7,transferAPI | payRentalPropertyAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:93:44d9a8cad100,data/data/query_PD_MA.json,93,44d9a8cad10087f24c680fff06ecc1ab1d3c608120c46ba7b7b04dbc6b6dcdd9,Property Damage,7,applyForInsuranceAPI | payInsurancePremiumAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:95:ca020d5733a8,data/data/query_PD_MA.json,95,ca020d5733a8b22a13935ae3fbd963d19545b01ccab1556850ad9058e8304821,Property Damage,7,uploadVideoAPI | shareFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_MA:97:f099858457c9,data/data/query_PD_MA.json,97,f099858457c9b2c47b174b45b996e5c3a43712ddd59939b1102e4cfcde1968f8,Property Damage,7,payOrderAPI | checkBalanceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:108:4f1521d1a474,data/data/query_PD_SA.json,108,4f1521d1a474259c0ebda495e59d4b151005a098491a2eb7117dae24ad45fae7,Property Damage,8,payRentalPropertyAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:113:030ca1693f4b,data/data/query_PD_SA.json,113,030ca1693f4b4c69442de29d4e9a7e561c68918cc28451a7eca655034a75053c,Property Damage,8,transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:12:b6ca538e290a,data/data/query_PD_SA.json,12,b6ca538e290a4a3fe65e5b71914576faf294148e7ce11dce9be9046d935f46a4,Property Damage,8,manageFoldersAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:141:790e3ea555db,data/data/query_PD_SA.json,141,790e3ea555dba7c72b7f523f3062522b488875dbd7fd80c4d9f4fd98dfbd51f2,Property Damage,7,bookTrainAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:147:9e3a6db8547c,data/data/query_PD_SA.json,147,9e3a6db8547c9cb2d44699f70860c8c0b40c86453a8cab7b183d1075a1855f27,Property Damage,7,deleteFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:149:1c81b0abe2b9,data/data/query_PD_SA.json,149,1c81b0abe2b97ed0ea0970becbb8dfff4d4919f14df5b6b5bf92a151fb5b58e5,Property Damage,7,transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:15:621616db5090,data/data/query_PD_SA.json,15,621616db509036b2f6adafb279bdb8441fdd65fd565cf3b7add72a986bf2dafc,Property Damage,7,applyLoanAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:18:2384599dcb76,data/data/query_PD_SA.json,18,2384599dcb764455986d5e34599ed83c16a45e91ed32b03ffcfbf29e35ea5922,Property Damage,8,addToCartAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:26:9e391cb6e327,data/data/query_PD_SA.json,26,9e391cb6e327a50235c3c5c1854daa5f90cc62df09f9a44ba033a3a94436fa12,Property Damage,7,searchFlightAPI | bookFlightAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:30:ad4370721b65,data/data/query_PD_SA.json,30,ad4370721b65075b7a62f1133986af074ce6a078aebafea6063ab33f21e7bcef,Property Damage,8,initiatePaymentAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:37:2c6070399246,data/data/query_PD_SA.json,37,2c6070399246c9311e35b33c11a4f96dc15441f9a4e71ce45375558b1422b72a,Property Damage,8,transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:38:38ea5c9e838f,data/data/query_PD_SA.json,38,38ea5c9e838fe3880f56641e1da3e69c0a6e1fb7802ea64aa6691b6e0275eb75,Property Damage,8,applyLoanAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:40:4a5b3ff3eb18,data/data/query_PD_SA.json,40,4a5b3ff3eb18100e36b7a0683625b51a40877e62a014f0ec7cd20081234e187b,Property Damage,8,sendRedEnvelopeAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:49:8e6250334a66,data/data/query_PD_SA.json,49,8e6250334a66a100123d5bd99f3129f2b123953884a354e29ac09264c8f80eff,Property Damage,7,transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:50:a6bb3f7ce916,data/data/query_PD_SA.json,50,a6bb3f7ce9161de422c6f5a1880aef5c5dd66bfd48d277b694f9f5f12cf81778,Property Damage,7,bookFlightAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:70:1b132d8b18f2,data/data/query_PD_SA.json,70,1b132d8b18f27796d455ae706bc6c9530c4abb73331e7718ef2f786a1d414156,Property Damage,7,payInsurancePremiumAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:86:8eac45f7bbb1,data/data/query_PD_SA.json,86,8eac45f7bbb18b0bcdf8cec0e98c4f551e6b5042ffba295bafa526f5c3a60fe8,Property Damage,8,applyLoanAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:98:6837703d73de,data/data/query_PD_SA.json,98,6837703d73dec422435076ca45f040d8ac3326c8abbc5ec9cbfbd8493d101fd9,Property Damage,8,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PD_SA:99:2dfdb2b18ea7,data/data/query_PD_SA.json,99,2dfdb2b18ea7cdd83f29fc93c4849d609439c301bfe02cb1dc1fe2a9f22bd201,Property Damage,7,searchFlightAPI | bookFlightAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:11:74c7037048bb,data/data/query_PI_MA.json,11,74c7037048bbfd04a26973ff2e624e48b36780088ffaf7e773236c256e567bde,Physical Injury,8,controlWaterHeaterTemperatureAPI | applyLoanAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:13:df09222320e4,data/data/query_PI_MA.json,13,df09222320e4d6aeafc0e69966c6f393d35cfad32f74328d922ee807c08c866c,Physical Injury,7,deleteEventAPI | transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:14:6a041c2b0c03,data/data/query_PI_MA.json,14,6a041c2b0c03bc3c5a916d14450ecf54ebf57505e358bd5ddc1b88bd047e7b8a,Physical Injury,7,uploadVideoAPI | submitClaimAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:17:8e50fa056993,data/data/query_PI_MA.json,17,8e50fa056993cd7a2fb4e8e11c24ee762ce2a2a2e429c694e3810d1c9c2e207b,Physical Injury,7,setWaterHeaterTimerAPI | viewViewingHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:18:5b32476f91b5,data/data/query_PI_MA.json,18,5b32476f91b5bc7ae972bdf0659379383428753e7717ef4be35db4d52ade7c7a,Physical Injury,7,applyForCarRentalAPI | applyForInsuranceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:1:1ac912dec0f0,data/data/query_PI_MA.json,1,1ac912dec0f0dfcc8ac22d92ba88c6ba4c5a9988fed29aeb234ce20f0b660291,Physical Injury,8,controlWaterHeaterTemperatureAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:22:5b02bebb22f6,data/data/query_PI_MA.json,22,5b02bebb22f6de5020a9a5533c21337748839423e8125042b70be29978bbf71d,Physical Injury,7,addToCartAPI | placeOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:30:c02fe383091a,data/data/query_PI_MA.json,30,c02fe383091a74da686572d6278f06b379d292ef239d72e3a50a65c8eee8b56f,Physical Injury,7,checkAccountBalanceAPI | payTicketAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:32:75c791f6b7ff,data/data/query_PI_MA.json,32,75c791f6b7ffcb2f1111be8763c8a609df2a0b3dedaea06ac1055cf5e4e31459,Physical Injury,8,bindUnbindBankCardAPI | getWeatherAlertAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:41:3b2d246ecd7a,data/data/query_PI_MA.json,41,3b2d246ecd7a7eb229b87e8bccd8a2de75bce9681631b83b45df38ccc7488c09,Physical Injury,8,requestRideAPI | transferAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:46:c072d632052f,data/data/query_PI_MA.json,46,c072d632052f01f8fed8557f3489afe776db2f2547377502aa13b1679e62c79b,Physical Injury,8,bookFlightAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:47:7ea04a755795,data/data/query_PI_MA.json,47,7ea04a755795715c6a6a4d5f2c354f8245b146833e87a74d457f806e63eab651,Physical Injury,7,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:49:595abbfbd0c8,data/data/query_PI_MA.json,49,595abbfbd0c872acd6d50a024b475ad5e5872a13243e4be28b14c18fec346019,Physical Injury,7,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:4:31c2e46c790c,data/data/query_PI_MA.json,4,31c2e46c790cdd87bc213f0d3ddb3ecddd8fbf4b2dbd3418de4bd4e469017d05,Physical Injury,7,manageAddressAPI | likeDislikeVideoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:54:da7e2f6d77a1,data/data/query_PI_MA.json,54,da7e2f6d77a166a79ed467245ed0de92edcf7e1a5e3440913b0ee647f17286a1,Physical Injury,7,checkAccountBalanceAPI | setWeatherAlertAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:55:9cdeb456a66d,data/data/query_PI_MA.json,55,9cdeb456a66d37e7c423e149fbb7954b860fd5802215888a3b71fc4a22b56690,Physical Injury,7,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:6:ce881eb2ba49,data/data/query_PI_MA.json,6,ce881eb2ba49ba05f91a0db041c7b12a8c01b71dfb540fb493483117fb838fce,Physical Injury,7,controlAirConditioningDeviceAPI | payRentalPropertyAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:7:d6fc125e620d,data/data/query_PI_MA.json,7,d6fc125e620daad2ce76232099024c3e0c1a600ef5c71901491faa66425fe7b6,Physical Injury,8,controlWaterHeaterTemperatureAPI | sendMessageAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_MA:8:36277a593757,data/data/query_PI_MA.json,8,36277a5937573c2a88071f790f0073ce950ca2f839a18ce857f6bf116f3ce7b8,Physical Injury,7,createEditEventAPI | shareEventAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:112:c83eefe4dc8f,data/data/query_PI_SA.json,112,c83eefe4dc8fde871491beae7f262a108862597dcb6351d6b90823d06ebd7d34,Physical Injury,7,manageAddressAPI | placeOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:114:9f20847327e9,data/data/query_PI_SA.json,114,9f20847327e94a1ec2be3a9db1db561945bea1b21c03a111751ecaadca298b3b,Physical Injury,7,setWaterHeaterTimerAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:121:e46d9093749a,data/data/query_PI_SA.json,121,e46d9093749a673385c82eee2c339c8f1287536e35c67ed93221cb3545f50e8a,Physical Injury,7,setWeatherAlertAPI | getWeatherAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:122:40b1ec37060e,data/data/query_PI_SA.json,122,40b1ec37060eadffa065cda6203037b13fed649040c69ce1d14f6be9b6cc204b,Physical Injury,7,applyLoanAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:135:8846de24eb86,data/data/query_PI_SA.json,135,8846de24eb8632365c9ab1679a28cb04489862a23f27dbf807e3af452f379112,Physical Injury,7,sendRedEnvelopeAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:140:b778badb450d,data/data/query_PI_SA.json,140,b778badb450da19dc0872907ad51178d608788d40db7eb930911cdfb2fbec7cf,Physical Injury,7,adjustAirConditioningModeAPI | controlAirConditioningDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:141:cabcb0ce05c5,data/data/query_PI_SA.json,141,cabcb0ce05c55ae9c7038d244b9b6c0d3e76ad6a80e8f7d649eb31dc46d931c3,Physical Injury,7,controlAirConditioningDeviceAPI | controlWaterHeaterTemperatureAPI | controlAudioDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:142:6389c5ea063d,data/data/query_PI_SA.json,142,6389c5ea063dacf6c657d26e95ae6bc36ed61529428112c1e3e671f98d7469ed,Physical Injury,7,requestRideAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
